Store Name,Store Link,Name,Phone,Email,Link
comm-2648,https://www.ebay.com/usr/comm-2648?_trksid=p4429486.m3561.l2559,ANTONY SCOTT GUPPY ,,,https://www.ebay.com/itm/394901906041?hash=item5bf1fce279:g:kjAAAOSwl7dlEr8k&amdata=enc%3AAQAIAAAA4F8OIrrj7J%2FwIXKltTG0jBKoFowuT7SLCP9DZ7tspIom5lSt3VcILJPz2sflcSIkviAbGJmWHffCk%2B6UVqQsoV363qV0QuwrcBm0MZ6Pm9s9hMa5l7K2gVoSgrIfduRbI%2FWbfFPsLtHGpCX1XtaI1FK%2B4g6jRt5pmlFoD%2BmkdLMvinNYgMgUZqNP85GIfGMAsBhKSMdBQT2CgVckufctrriQMNgtfEKBzL6j1VUDFA1QsuCI6EaMt4pl9RuOOKx4D955z2mhfsVoopM2KJv3Eu2dtvQ1XJwnMuz7s3QqWSVl%7Ctkp%3ABk9SR8qJx7nkYg
kel-tel,https://www.ebay.com/usr/kel-tel?_trksid=p4429486.m3561.l2559,To Recycle LTD, 07500470000, kelly_705@hotmail.com,https://www.ebay.com/itm/276010391424?hash=item4043805780:g:lbMAAOSwf3xk5NYW&amdata=enc%3AAQAIAAAA4HlG8ipDj1PswTD17nmgirXNEtXI7rTdu8DQKcBisVtDkT88KXfvK%2FKqL%2B%2FAFQ%2FNG0OvASZY5Cf41WNIltyBaZZbSFpQgpkU%2B6GUG5c7ui8iqdHJiS7YDLS6JCFh5ChxF%2Bvzw6pPt2uhRMM%2FvTqjgKuStuyXA%2FVYPAMpGsCP8kkD4LFFXxf%2FzBuZIFXJtdSx58pBAM2OaNxHxBVzbh4NxOFKeVl4YG%2BpOO1zGBLX0ght%2BNEDz%2BnmzqX5RwFQ00Lsh%2B9TKRxSeFlya1RXNUlFJWzHZHVqX5SeYMsiIBnh84oc%7Ctkp%3ABk9SR8qJx7nkYg
hellogoodlife1,https://www.ebay.com/usr/hellogoodlife1?_trksid=p4429486.m3561.l2559,,,,https://www.ebay.com/itm/145187220450?epid=13059448980&hash=item21cdd52be2:g:x4UAAOSwnkNkr3Sn&amdata=enc%3AAQAIAAAA4NoXjYEbWDPAirEZIG01B6xnejC8DJPrRbjmMPQBxC8FF7Enad04DKrvI%2F1kA%2Fg9YzqS3CwCK6am6tVsHj6jJiBNEjcx2sBA93EGNcqNI8IP9ksZftbSlLvlxC7JB5oJBn8rCBjkJTu4vZWNNmxFsbfwOwYLlz4AgTsBO85BG26r87IhCIzsMGdcnztrCS%2BpQq7zfgE%2Fb%2BlNYn1pEpHaNflMuMT5aHNX%2FqmUrJ7HEpcfFKrQMinD91aQyfkfXDOMEkch0%2Bgenr2s4Uu4%2BDjp3asv9%2FRW%2B7J%2Fmd1jaLxOSas%2F%7Ctkp%3ABk9SR8qJx7nkYg
cost-cutit,https://www.ebay.com/usr/cost-cutit?_trksid=p4429486.m3561.l2559,Premier Technologies Limited,,,https://www.ebay.com/itm/186095107113?hash=item2b5421fc29:g:XscAAOSwa-5knLBs&amdata=enc%3AAQAIAAAAwNR0sXqylknB1iG7qwmP8gx3xu6wQBUNfqbA2aEwYfLPlnRC%2BbypgW%2BZZCnKD%2FnFDYVVJLPZE8pePywePh7JqaQ1yOq0LJHtza1F8Lwa1F4bCCM%2BpXoofz1TOdvwAzOKn7YkPnfjGWnKIzhQp5GgpNQPErlVYSgCxxKKnTwrQ30q9HXZTcB6d7KkbR5Xw5UtJaWiVkGK7B4WP0QoJfStIujJB%2FFRrTE4oHwyAtjDiuDSnajt0AoIdkpkO%2FPzZhMShw%3D%3D%7Ctkp%3ABk9SR8qJx7nkYg
comm-2648,https://www.ebay.com/usr/comm-2648?_trksid=p4429486.m3561.l2559,ANTONY SCOTT GUPPY ,,,https://www.ebay.com/itm/394901926302?hash=item5bf1fd319e:g:iT0AAOSweo1lEsIT&amdata=enc%3AAQAIAAAAwCrp9Bq8q9c6LtLCIpw68GgjLOK9qeDzpjk1ly9tHpc4Poaz32KnxQmP5Cui51rlHYIt1px7Lt4A1ybLTx7bP43uOIp3ICSGNW8tbTB%2BlaPUVBhakFCuUocBFyr8dZGVuoY1VZMxnKevaG24FexCkiC557GkNXrS3T0n9iURFTuIZ2dvV9FLeJ6eE8Inb9v1qrJeyxD6ZI6KeuRStAz8A5qqdSKbPmtW4rHHSCdnzJsvFRXxLqruUqu4F04s1snHsw%3D%3D%7Ctkp%3ABk9SR8qJx7nkYg
bigdeals,https://www.ebay.com/usr/bigdeals?_trksid=p4429486.m3561.l2559,,,,https://www.ebay.com/itm/373573812522?epid=2242718058&hash=item56fabc012a:g:Q9wAAOSw7G9gmvJF&amdata=enc%3AAQAIAAAAwJlfBZIjx4EYBGxwzIe%2B7Ev2bcfFjoishF2Xut4nJFbcrz%2FzhgxYdHKJicQxMHz5EQD7ZhvtzJhqfNpZTXhj1LQhZZ0phV9164yH7xnEYWgwVlbOp8peDlv5GtEEemmxV9YdEsJO4ILDjMRbUrPIs8HAFt0uWMt0jR5pnRnlo99vZm9xT7hCjVrLQpR%2B3Y%2B2pRHMkxjLwK0X7kmhx6HjHnagBcEoQncvuYC8a7Gf%2FjJKujL2NGinpQWzRk5Q1XvF2g%3D%3D%7Ctkp%3ABk9SR8qJx7nkYg
waterworkers,https://www.ebay.com/usr/waterworkers?_trksid=p4429486.m3561.l2559,,,,https://www.ebay.com/itm/386182712674?hash=item59ea488d62:g:5Q0AAOSwwkZkOIMX&amdata=enc%3AAQAIAAAAwPA7VK5flbisCeWkUrZ0FHvvGjN8tQ2iQBhW4eGlBHgqSVtXBeAbd7l3u3t%2BO%2F0wQ3YRQN%2FP69s%2FDVZ9s%2FWo4tZ%2F0ssVmaArMYy%2FWYLGcX0Aerr6JmFj1eYqKNfigd6%2FGNhUrN8kL%2Fq67laxDeC3F%2FKRhisxifmhgCnh0MBicNpXgv6Zkv4Z1PeYvknu88oCO5UwD5lgyeih10tXs5qMJ5kqZwgZBfmogdNt%2B9ZOj%2FgOEfjRVrCWS5SK37v4n%2FU%2Bqg%3D%3D%7Ctkp%3ABk9SR8qJx7nkYg
discountcomputerdepot,https://www.ebay.com/usr/discountcomputerdepot?_trksid=p4429486.m3561.l2559,,,,https://www.ebay.com/itm/264630286552?hash=item3d9d31b8d8:g:ZLAAAOSwUellIM4O&amdata=enc%3AAQAIAAAA4Gd9L4UHbKf3WyAfKjgJd3N5Wh9pQIMxia03ZDMzcOOs7uKWFyZKsN5nqcoVDwzLV0RSD0zYXWtBQLMnDXdfoe9pOiMGsV4VcnAN%2FTC8p%2BIdfQqZ4h5p1JISSbwNk3Aa9AdVpesCmqf1cudwod4wvuHUK0Qb%2B%2Bg0NDaH5U%2FZlBkvMJGd8i82wfZeP0mbmrd4DGQRTD8IMvAvOP5rhyaggPCu%2BheBlu%2FfN%2B13RZOYHUbp6zmnewIHIOfWLGzlLsLYQdnkbroS8pF%2BW7TPNwvJwUgypnz2tLnLbK9S9EHwi%2FmO%7Ctkp%3ABk9SR8qJx7nkYg
mel_adams_data,https://www.ebay.com/usr/mel_adams_data?_trksid=p4429486.m3561.l2559,,,,https://www.ebay.com/itm/196026878043?hash=item2da41cc85b:g:5B4AAOSwWqtlJ82d&amdata=enc%3AAQAIAAAA4CeNr72E3Q8znrLHfSfX%2FPmch7pRaLjY6qyVt2hgctqOl1PAa7%2FcJKXKmO8S5yhpxt3f6vKhk%2FCcxX3eoDsDRn5HvlPohyW4N59EcSpasJk4Rge4A0u8bKsEC6kbffYwijmu%2FB5U0vM8cN7t2dfGj6nhLbdm0d%2Bue7fjceBDr3XeLpoPX5QRROe817Qy58W77L0w%2BdyI0R%2FXxtGz63%2Boz0aQsLkmvzShONoOd%2Fe5F%2Fh1EK7Kp2QrOQQSKDH4155qDrn5kcvGIfT5HQJFBAlzjpA5GKOXH%2BP%2FMGEUBdXYS8eC%7Ctkp%3ABk9SR8qJx7nkYg
echoeelectronic,https://www.ebay.com/usr/echoeelectronic?_trksid=p4429486.m3561.l2559,,,,https://www.ebay.com/itm/314883667410?hash=item49508775d2:g:i8EAAOSw2pxlJasf&amdata=enc%3AAQAIAAAA4BBUTbD6mriAqAM8oaGUd1uyUfoHSuIAjQaO6zMeqd1miahWWC6W%2B0srLOZRSoXnjLq5yq%2BaWeUiFRa6LxDli6o72cPbA0z%2BbSSHZmvp78k0NNFacYfM46E2%2BBXidaGFeMmf0hHqG92v%2F1gNh2gPv902%2BpaMZIr8iWcBQoPbn2%2FqrPa6HECK9B3DQASFdZqTeQtBMTFgzusLmBmajqPCYPitUfi8zHacLRlwFlcqAuugLGqBg9Py1JkgwMpR9WMBWuDVkwuz6u1VMoOHQ8Sn9ohAgRjMMzLWIaKLX42W1A3o%7Ctkp%3ABk9SR8qJx7nkYg
jetpaltd,https://www.ebay.com/usr/jetpaltd?_trksid=p4429486.m3561.l2559,,,,https://www.ebay.com/itm/115603286837?hash=item1aea7e2b35:g:nV0AAOSw~wdjfE2o&amdata=enc%3AAQAIAAAA4Lr5dI6qlKG2j8TNo4tHMUCR5TS0KaW8YtYCcRIKMjteOEMh%2B%2B6dX0AE%2BIDn5Cm2sfFEu7oy%2F2bYZrR5TwfvR9bTVOF%2BUJulND18H7JF6GZaDf8ODKe64Ug%2BryfqGivP1EWGdaG8oFedHz0dKEvkL2FzakwiPoWKfYwv6thji7IuP6LRdf8nZEoOk2Dyk6WX2aABDDOTF%2BDTf6R0WooGgWAoyHHphUvCMlZk55jdHKyTsLpjB4kFRKdM3vrgVpwhvt1H05CvxG44842CC9i1RBnnQlVFD49KUzNXpR%2BowTCb%7Ctkp%3ABk9SR8qJx7nkYg
green-it-disposal,https://www.ebay.com/usr/green-it-disposal?_trksid=p4429486.m3561.l2559,Green IT Disposal Ltd,, ebay@greenitdisposal.co.uk,https://www.ebay.com/itm/185755950274?hash=item2b3feadcc2:g:PfoAAOSw5olkDyYr&amdata=enc%3AAQAIAAAA4JCdyQleQs9Spank4H8sINJKnq22CHRFrd9vnI8oKzQcf7%2FEJSfCu05IFSfkT3YfKxJ5%2B6Z5hDoop1LQo4Q9WVRNF8prjVa7aCMXHf5O9hNQIu6c1bJh761gJXOl3Uywu7mgqlAkIia6qk5YyyUgFtkQNj3GMtoH5wnpU0tSRmbhnboef3p3pLFjc1Axy7TXbdJxd9UxZ1khcrQrOATz1vHUvcfDv6KKHvXPtXvVFtnzQCmUWiHfQskwtq8wTHqcBGtBDWzizFmickP8WebsbNq094H%2F1FQYPZipAPVT6PxF%7Ctkp%3ABFBMyonHueRi
gooddealsco,https://www.ebay.com/usr/gooddealsco?_trksid=p4429486.m3561.l2559,,,,https://www.ebay.com/itm/225591993433?epid=2303689957&hash=item348654a459:g:M4UAAOSwvC1kcFa8&amdata=enc%3AAQAIAAAA4C9qL6izvLEYIC6uZAa9bkdLJiaxHreB2y1r3k7aKr2osJwMi8wCKF5FrLjWU%2FpMaDCWRkWVs4U6ozBkqtQ87WIbOdntfjhuyRogzY%2FXT0KP10C61I2LM0cYzPRTTN%2BC2HCr30SKW1HEtVVGKd2PeBd%2BNnOUGyvURMhkVVGiDcDjQ4V1Cd8KNmCqyM3w11MPVmo55%2Fac3H%2B9%2Fvn3HBmcsuuw8q8GVlL5V7bs1Um5qcZSYN%2BsWOu2IRkauj%2FHL2FULOjRgUFE%2BWq0HdV60Lx9Vf%2BY%2BNiWAtQ6FqVhwbQfrI2i%7Ctkp%3ABFBMyonHueRi
discountcomputerdepot,https://www.ebay.com/usr/discountcomputerdepot?_trksid=p4429486.m3561.l2559,,,,https://www.ebay.com/itm/254654754368?hash=item3b4a9b2e40:g:SIwAAOSw1nhlJ28E&amdata=enc%3AAQAIAAAA4ABRnZuOnny1wyvSFVkdIgRJ%2Fuki%2FPDiO9OdeM6UJRqD1cx6dHSgCAoXm2qSohzJps%2BG1Q1iN2Uj2huplLYaJysDuqGYQ7Pa4%2FOV74ae1qsMSeg4YPZjIKPkbH6cbSATolSN5IzaSlye5ytXy%2FPsuQCFSUII4Ue%2FStI0hotqlX9YAw3y0AcloPD282snNSMaVHsDxEl5WrdDJVRHpDlTCxzlItVvI6E8QyrKyLs4t7bnIcT%2FWjwiANAwfdGTClw0qiwpZcAzOhIyQNhIEQkCwa1qqBmWmvq8CFQfCUXsSO%2Ba%7Ctkp%3ABFBMyonHueRi
comm-2648,https://www.ebay.com/usr/comm-2648?_trksid=p4429486.m3561.l2559,ANTONY SCOTT GUPPY ,,,https://www.ebay.com/itm/394901904696?hash=item5bf1fcdd38:g:qD8AAOSwpDBlEr6a&amdata=enc%3AAQAIAAAAwLY7f6eEoQNiQjucW1Qea24gHMPXmKIi502ie2vAOnN9O1Po7M6sDF7HtGSLO6kORLweKB9d4yUqoWzLKUBTo8yQp0IjJxtD9sy8DgUsbCyVVbUfzRjo53Y33ck9sKd8%2FwD2JuprIWCp%2BuyDOhXovrL8E85uTiXOgv3V28F9JXuSxHJF4lL27V%2FN5wOyglRXAkiEd0SXCIPGLRiznOO%2FbMIGJ9YTZhbomIil%2BOz2lVN1X2cUN%2FnRGF36sWpU7325QQ%3D%3D%7Ctkp%3ABk9SR8qJx7nkYg
blackmoreit,https://www.ebay.com/usr/blackmoreit?_trksid=p4429486.m3561.l2559,Blackmore Computers Ltd, 08002800416, ebay-account@blackmore.it,https://www.ebay.com/itm/305199875739?hash=item470f54869b:g:1BoAAOSwIX1lAFlJ&amdata=enc%3AAQAIAAAA4PzIwK2Kn0jortb1kbzI8%2FFZ78okok3H9Bf0ZteTXcc4ttaodTSD5Kirva6VYU%2Bu7sEgC0VS2xuxI5G6977v0Mm9%2B3x2So2BmsS5E3WUPE9DedxiE6jPfuEGK7Ga5tYJDtlemHms%2Fjaelnoo4q%2BZiJwwzbCqHM%2Ft5uzOuATVdL1pLKXFz%2BxfyASSF5EmKJspAqfQFnCpKnxm%2FhJcz16TjDjHZJGFlvLjzeGe%2FaF3RVQkGrEU5HDEg9qe%2BZ%2BZUEu1Xg9y0MpvRrzFz1NQ3h%2Ftl%2BgBQlguQwqFZNW0b7DN5tZH%7Ctkp%3ABk9SR8qJx7nkYg
techcrew.inc,https://www.ebay.com/usr/techcrew.inc?_trksid=p4429486.m3561.l2559,,,,https://www.ebay.com/itm/394902337391?hash=item5bf203776f:g:Oj8AAOSw2rplEw19&amdata=enc%3AAQAIAAAA4OVtcWcLTDYgf9EEkO5MeyMeEw0BF4fVyci6kLRkbEBFGLpg3TK4ANeg7SOy4beAr0z%2Ff3%2FzW%2Fm9F8v6G3SUZaE1xtZDcgviDYBG1Rdun2WQuFRJWMXM0JqhTpfsnJs%2FNCSvCl7wbI%2BRikH%2BvR5qaxWZKmdCNHeQiKE7kgjsEUf7pa0BwA7C%2BrxIJuQPxZ1VQpl3WKrHv1%2BP%2FNsR7MSrur8EWWzqn5fhBo8KqM%2BhHk0HpbhZfhoWePaHjYfpecmU2DsBtxbmaqrb2t57aWxhll0xpFIoI7AKx2VLHyzgbdOg%7Ctkp%3ABk9SR8qJx7nkYg
noble_cruncher_shop,https://www.ebay.com/usr/noble_cruncher_shop?_trksid=p4429486.m3561.l2559,Noble Cruncher LTD,, antonisalata92@gmail.com,https://www.ebay.com/itm/155770203795?hash=item2444a0ae93:g:RSkAAOSwNYRlAZ-N&amdata=enc%3AAQAIAAAA4AzUDCw%2BRSM2m7%2BvZNTf637R5B20e%2BXuka4ajcS60HYFXEfhnwit3J%2BQGBfFRBIgLEbbI1TbCLnOumBKat25Gy5jmR%2Bx9ZjuCOqvWAF8HgtOIgP3BIhtGMC2ltpI3%2FE6OJJnzPWz9ZePwYyxA%2FU6zIa9dskeFHjeItTNiJsZpiu6JRmhd9rzD%2BheqcuGOtOTUcJrggK8hQiLaUMDY5fvGIL9tRcHPcfc3J%2BMyOz0R4kgHq7%2F13C9NTG0hIBwecl8TVnfZ0GvIWure7Pu4SmpRM0IeNUmsEn72HiRpi2GZy8i%7Ctkp%3ABk9SR8qJx7nkYg
summer.home.electronics,https://www.ebay.com/usr/summer.home.electronics?_trksid=p4429486.m3561.l2559,,,,https://www.ebay.com/itm/165647944655?hash=item2691630bcf:g:OZ4AAOSwnTpkAN-y&amdata=enc%3AAQAIAAAAwNIMKZu7%2BJk%2FRa8PjWTml7j2ozADHPpu8FCLSIC1gxuIsK8FHtzM0bQ7PvNJEZJ%2B34smKHUxcG7y03L9WllZYgifRGYM8xneL2K%2FvtOUp9XAeDqAxSToaLMXlv14dN2JF9VuCvF9d036BCl9VkXLlMnIrbAjiupJ7K4%2FK74N7ekX%2FCowojQoln1M5zM1omWHkc369g8VnkDFiPS9IhpUbgACGHiANNlto9ofJkVSFKZRPeXjeE8%2BmMc3SQ34LvJ6Qw%3D%3D%7Ctkp%3ABk9SR8iJx7nkYg
chuwi2019,https://www.ebay.com/usr/chuwi2019?_trksid=p4429486.m3561.l2559,DE 323810919,,,https://www.ebay.com/itm/166294430110?hash=item26b7eba19e:g:gnEAAOSw2tBk8UUB&amdata=enc%3AAQAIAAAA4D%2Bf27RDLXgyH78ndc%2BBO9C59bBY0wRb0WjCiSmTz4FkIjHZEYl%2BeW54O2nWL0rOwyx%2FAl6QfTQgMMyzyiCdJAs53ZUZzdmP%2F3jjeKfmXMmLOLz4unHTSjqg5TRnVGgG4j7X6jHa8nlLu4rFZPTcIUZISQ9HE5knYKFMA2vhdx4qkLqWpBnX2ZzUHpkOAxbW1MJdlEp4P9%2BJb1CENSxKvvfMlOMrUEZpbd9869boActpcLUEQMDb4BoM4%2BPcpXNZjuHfDCnjXO7YlhVx351qUXvzTTrp2Nphw5ysjYbFGy7e%7Ctkp%3ABFBMzonHueRi
